Date,Wind speed,Generator speed,Blade angle,Wind direction,Ambient temperature,Active power
9/2/2020,7.765391667,15.91553403,1.476854861,-495.6428069,30.67111944,709.2634118
9/3/2020,9.781882639,17.08470556,3.777667361,-497.4346549,30.40498125,1050.664733
9/4/2020,10.42728264,16.83226042,6.346847917,-504.9353743,30.1022125,1124.118585
9/5/2020,13.17991597,17.26703403,11.42599167,-502.5060125,30.36551667,1302.076657
9/6/2020,11.96018194,17.29415,8.505686806,-504.2037021,30.74042639,1299.328299
9/7/2020,8.4556875,15.64677847,2.956978472,-503.538716,29.95605764,837.367159
9/8/2020,7.775917361,15.68027986,1.665910417,-501.3273875,30.32632153,717.6852778
9/9/2020,8.738645139,16.74131667,1.560289583,-499.4078986,30.85347847,904.566325
9/10/2020,8.878974306,16.98320764,0.9690875,-496.439259,31.05560625,954.9671618
9/11/2020,10.61023819,17.19763056,4.847913194,-497.0335049,31.06485278,1238.163842
9/12/2020,9.915417361,17.25050278,3.212934722,-501.964025,31.11179236,1141.118685
9/13/2020,11.3562,17.29246042,6.478819444,-507.7994736,30.60915,1289.06233
9/14/2020,11.78165417,17.29312222,7.472671528,-507.7359389,30.80964444,1301.66025
9/15/2020,13.68097292,17.09666875,12.62703264,-504.8610958,30.28950556,1292.449531
9/16/2020,12.59248403,17.23745833,10.02158056,-497.4735715,30.35337153,1288.316621
9/17/2020,10.29773333,17.06612431,4.564055556,-499.944916,30.33582292,1156.721056
9/18/2020,7.455954861,15.32075972,0.40756875,-501.2748368,30.04677778,633.2381847
9/19/2020,8.043873611,15.82650208,0.932977778,-489.0629431,29.56644861,768.2496938
9/20/2020,8.373782639,15.53098056,3.077427778,-497.8471972,29.785175,856.794575
9/21/2020,7.421472222,15.48370764,-0.507070833,-508.6167729,30.49354236,609.2391431
9/22/2020,7.839073611,15.50983542,2.399848611,-510.0780271,29.62567917,751.271225
9/23/2020,7.054154167,14.65674861,2.102947917,-509.1436069,28.66058264,607.8559701
9/24/2020,8.955504861,15.52686181,6.096207639,-509.6851757,30.24145903,850.6808458
9/25/2020,8.149466667,16.08327292,1.546826389,-504.9409333,29.92717847,810.0566097
9/26/2020,9.678315972,17.23099375,2.61311875,-502.3609556,30.03023472,1126.749147
9/27/2020,9.48808125,17.1038125,3.010891667,-508.3975535,30.84320694,1053.841341
9/28/2020,8.359610417,16.42113681,-0.416738194,-503.6897972,30.13647361,832.6412625
9/29/2020,7.047336806,14.6933625,-0.462546528,-507.4342215,30.01915486,542.589125
9/30/2020,6.633439583,14.0482375,-0.611420139,-501.6809319,30.52393194,481.5702479
10/1/2020,6.687379167,14.168475,-0.793365278,-506.5275007,30.1459875,462.7046861
10/2/2020,6.621801389,13.82454236,-0.036099306,-511.5330007,30.67088125,488.9292611
10/3/2020,7.711120833,15.54949097,1.280268056,-509.4530201,30.69176042,700.6131139
10/4/2020,8.761063889,16.44803333,2.637464583,-511.6087549,30.18204444,914.1579514
10/5/2020,8.142840972,16.36774167,1.879191667,-517.3845313,30.31271389,808.1977701
10/6/2020,13.04546319,17.06195694,11.91242431,-503.5236132,30.74142986,1259.828437
10/7/2020,12.46853333,17.29523819,9.92600625,-503.7307813,30.66476875,1256.952438
10/8/2020,11.15134861,17.28840069,6.028825,-508.5062382,30.75785694,1222.093213
10/9/2020,10.16062361,17.07183194,4.6856625,-502.5533535,30.82677222,1119.37334
10/10/2020,7.812010417,15.84458194,1.351424306,-503.9412118,30.64821944,731.9134368
10/11/2020,5.483920833,12.06065764,1.667635417,-532.3320715,30.25219792,275.5576597
10/12/2020,4.831627083,10.02727778,9.317823611,-455.2188069,30.74594931,224.8146875
10/13/2020,6.524458333,13.85674583,-0.749640972,-512.4696375,29.98633681,451.3609646
10/14/2020,8.804894444,16.70393125,1.141478472,-506.0461319,30.22868542,942.3247847
10/15/2020,8.66968125,16.659525,1.534196528,-508.9128549,30.39308958,904.846141
10/16/2020,8.0465625,15.7970875,1.636776389,-505.7543375,30.30284444,760.0977729
10/17/2020,7.542845139,15.37753819,-0.401483333,-511.0532472,30.38706458,629.5019174
10/18/2020,5.641710417,12.21317153,-0.597290278,-512.382084,30.2305375,294.5496347
10/19/2020,4.753036111,10.69087361,1.189767361,-517.9645854,29.91015417,195.4983521
10/20/2020,2.336752778,3.407900694,35.70071458,-332.6714146,30.76917014,33.73749722
10/21/2020,3.224436111,6.5190875,18.79710417,-244.8693833,31.00877569,74.45984653
10/22/2020,5.045272917,11.20229444,-0.122747222,-243.9395535,30.36262708,231.8940563
10/23/2020,4.837207639,10.92482222,-0.630182639,-255.6110764,29.95878611,192.7948542
10/24/2020,3.140225694,5.964167361,20.64403958,-260.4628389,30.70642014,63.47751806
10/25/2020,3.383243056,6.74305625,17.46824583,-442.749016,30.97224861,81.44330833
10/26/2020,3.142995139,5.889670139,41.1848125,-451.1028194,30.88943819,63.46976806
10/27/2020,2.997227083,5.841835417,40.80886319,-228.1806222,31.45350069,73.31896806
10/28/2020,2.804772222,4.50255625,30.55301597,-375.882116,30.82938056,52.23666667
10/29/2020,2.972743056,5.928244444,23.78753611,-226.4064194,29.67760417,92.26119028
10/30/2020,5.153211806,11.14733333,6.431038889,-358.0746681,29.83355625,263.3092542
10/31/2020,6.249888194,13.42857014,2.177510417,-323.5775563,30.49085,432.9494319
11/1/2020,5.106493056,11.54879028,6.282116667,-336.6130243,29.40529097,315.6824049
11/2/2020,8.454194444,16.29662153,2.67133125,-296.1825368,30.40308889,887.1325438
11/3/2020,6.512885417,14.14435,3.168640972,-190.3624215,29.09831736,515.4283368
11/4/2020,3.745800694,7.667671528,18.69794792,24.16736458,28.92634583,156.3883514
11/5/2020,4.917004167,10.91897431,3.418128472,6.943163194,29.38714375,228.5309264
11/6/2020,5.742386111,12.60126875,-0.276205556,33.57586944,29.38790972,340.3696472
11/7/2020,5.088617361,10.60857153,10.80327222,15.58263333,29.80811875,347.5447896
11/8/2020,4.767986111,10.82001528,1.226704861,-13.63388333,28.94253403,204.0813458
11/9/2020,6.094916667,13.15758264,2.514885417,0.366041667,28.67369097,434.4336743
